block_names,word,difficulty,correct_answer,across_block.thisRepN,across_block.thisTrialN,across_block.thisN,across_block.thisIndex,within_block.thisRepN,within_block.thisTrialN,within_block.thisN,within_block.thisIndex,jonapot_szoveg.started,jonapot_szoveg.stopped,szo_kiir.started,szo_kiir.stopped,resp.keys,resp.corr,resp.rt,resp.started,resp.stopped,koszi_szoveg.started,koszi_szoveg.stopped,session,participant,date,expName,psychopyVersion,frameRate,
blocks/block_32.csv,csőszház,32,left,0,31,31,31,0,0,0,11,,,161.78037881996715,None,left,1,1.3834517750074156,161.78037881996715,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_32.csv,agráregyetem,32,left,0,31,31,31,0,1,1,6,,,163.66574726597173,None,left,1,1.1701068290276453,163.66574726597173,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_32.csv,,,,0,31,31,31,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_33.csv,allodiális,33,left,0,32,32,32,0,0,0,15,,,165.55008462601108,None,right,0,1.0777350420248695,165.55008462601108,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_33.csv,sziesztázik,33,left,0,32,32,32,0,1,1,17,,,167.13369691302069,None,left,1,1.0621402689721435,167.13369691302069,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_33.csv,körözvény,33,left,0,32,32,32,0,2,2,6,,,168.70249498198973,None,right,0,1.3972673290409148,168.70249498198973,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_33.csv,szánkózik,33,left,0,32,32,32,0,3,3,0,,,170.60331316199154,None,left,1,1.4245285560027696,170.60331316199154,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_33.csv,,,,0,32,32,32,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_34.csv,repedtfazék,34,left,0,33,33,33,0,0,0,6,,,172.73928039101884,None,left,1,1.752553288009949,172.73928039101884,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_34.csv,szemestakarmány,34,left,0,33,33,33,0,1,1,14,,,175.0065192449838,None,left,1,1.861312541004736,175.0065192449838,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_34.csv,,,,0,33,33,33,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_35.csv,oldolt,35,right,0,34,34,34,0,0,0,13,,,177.62430513300933,None,right,1,1.1155119080212899,177.62430513300933,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_35.csv,sárfolt,35,left,0,34,34,34,0,1,1,7,,,179.24302661197726,None,left,1,1.152826607984025,179.24302661197726,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_35.csv,,,,0,34,34,34,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_36.csv,merítőkanál,36,left,0,35,35,35,0,0,0,15,,,181.12728330498794,None,left,1,1.3085468240315095,181.12728330498794,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_36.csv,védlevél,36,left,0,35,35,35,0,1,1,1,,,182.94599351700163,None,right,0,2.273841561982408,182.94599351700163,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_36.csv,komporázi,36,right,0,35,35,35,0,2,2,2,,,185.73033243202372,None,right,1,1.9535229959874414,185.73033243202372,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_36.csv,,,,0,35,35,35,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_37.csv,cselens,37,right,0,36,36,36,0,0,0,21,,,188.41645375598455,None,right,1,1.4113769929972477,188.41645375598455,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_37.csv,dobbant,37,left,0,36,36,36,0,1,1,0,,,190.3335114630172,None,left,1,0.9342650739708915,190.3335114630172,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_37.csv,,,,0,36,36,36,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_38.csv,ízesedik,38,left,0,37,37,37,0,0,0,4,,,192.05105947196716,None,left,1,1.8167612639954314,192.05105947196716,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_38.csv,bűvkör,38,left,0,37,37,37,0,1,1,13,,,194.37010605400428,None,left,1,2.5137373540201224,194.37010605400428,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_38.csv,,,,0,37,37,37,,,,,,,,,,,,,,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_39.csv,hazardíroz,39,left,0,38,38,38,0,0,0,18,,,197.62135576701257,None,left,1,2.7824259659973904,197.62135576701257,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
blocks/block_39.csv,nomináljövedelem,39,left,0,38,38,38,0,1,1,21,,,200.90729502699105,None,right,0,3.392534520011395,200.90729502699105,None,,,01,timike,2020_May_19_2107,lukacsagi_lexdec,3.2.4,59.68986993453983,
